Human Timestamp,Unix Time,Microseconds,System Failure,Accelerometer Failure,Gyroscope Failure,Magnetometer Failure,Pressure Failure,GNSS Failure,Accelerometer Overrange,Gyroscope Overrange,Magnetometer Overrange,Pressure Overrange,Minimum Temperature,Maximum Temperature,Low Voltage,High Voltage,GNSS Antenna Disconnected,Data Overflow,Orientation Ready,Navigation Ready,Heading Ready,Time Ready,GNSS Fix Type,Event 1 Flag,Event 2 Flag,Internal GNSS Enabled,Magnetic Heading Enabled,Velocity Heading Enabled,Atmospheric Altitude Enabled,External Position Active,External Velocity Active,External Heading Active
Tue May 24 09:30:07 EDT 2016,1464096607,374000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:08 EDT 2016,1464096608,375000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:09 EDT 2016,1464096609,374000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:10 EDT 2016,1464096610,375000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:11 EDT 2016,1464096611,375000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:12 EDT 2016,1464096612,375000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:13 EDT 2016,1464096613,376000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:14 EDT 2016,1464096614,376000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:15 EDT 2016,1464096615,376000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:16 EDT 2016,1464096616,376000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:17 EDT 2016,1464096617,376000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:18 EDT 2016,1464096618,386000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:19 EDT 2016,1464096619,386000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:20 EDT 2016,1464096620,386000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:21 EDT 2016,1464096621,387000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:22 EDT 2016,1464096622,388000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:23 EDT 2016,1464096623,387000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:24 EDT 2016,1464096624,387000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:25 EDT 2016,1464096625,388000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:26 EDT 2016,1464096626,397000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:27 EDT 2016,1464096627,398000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:28 EDT 2016,1464096628,399000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:29 EDT 2016,1464096629,409000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:30 EDT 2016,1464096630,409000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:31 EDT 2016,1464096631,409000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:32 EDT 2016,1464096632,409000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:33 EDT 2016,1464096633,409000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:34 EDT 2016,1464096634,409000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:35 EDT 2016,1464096635,408000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:36 EDT 2016,1464096636,410000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:37 EDT 2016,1464096637,409000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:38 EDT 2016,1464096638,428000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:39 EDT 2016,1464096639,428000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:40 EDT 2016,1464096640,429000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:41 EDT 2016,1464096641,429000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:42 EDT 2016,1464096642,429000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:43 EDT 2016,1464096643,429000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:44 EDT 2016,1464096644,429000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:45 EDT 2016,1464096645,431000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:46 EDT 2016,1464096646,431000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:47 EDT 2016,1464096647,431000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:48 EDT 2016,1464096648,431000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:49 EDT 2016,1464096649,431000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:50 EDT 2016,1464096650,431000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:51 EDT 2016,1464096651,433000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:52 EDT 2016,1464096652,433000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:53 EDT 2016,1464096653,432000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:54 EDT 2016,1464096654,432000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:55 EDT 2016,1464096655,443000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:56 EDT 2016,1464096656,443000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:57 EDT 2016,1464096657,453000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:58 EDT 2016,1464096658,453000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:30:59 EDT 2016,1464096659,454000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:00 EDT 2016,1464096660,454000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:01 EDT 2016,1464096661,454000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:02 EDT 2016,1464096662,454000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:03 EDT 2016,1464096663,454000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:04 EDT 2016,1464096664,455000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:05 EDT 2016,1464096665,454000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:06 EDT 2016,1464096666,455000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:07 EDT 2016,1464096667,455000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:08 EDT 2016,1464096668,456000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:09 EDT 2016,1464096669,465000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:10 EDT 2016,1464096670,466000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:11 EDT 2016,1464096671,466000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:12 EDT 2016,1464096672,466000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:13 EDT 2016,1464096673,466000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:14 EDT 2016,1464096674,466000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:15 EDT 2016,1464096675,467000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:16 EDT 2016,1464096676,467000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:17 EDT 2016,1464096677,467000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:18 EDT 2016,1464096678,485000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:19 EDT 2016,1464096679,485000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:20 EDT 2016,1464096680,485000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:21 EDT 2016,1464096681,486000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:22 EDT 2016,1464096682,486000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:23 EDT 2016,1464096683,486000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:24 EDT 2016,1464096684,487000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:25 EDT 2016,1464096685,487000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:26 EDT 2016,1464096686,486000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:27 EDT 2016,1464096687,486000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:28 EDT 2016,1464096688,487000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:29 EDT 2016,1464096689,489000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:30 EDT 2016,1464096690,489000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:31 EDT 2016,1464096691,489000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:32 EDT 2016,1464096692,490000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:33 EDT 2016,1464096693,490000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:34 EDT 2016,1464096694,490000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:35 EDT 2016,1464096695,490000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:36 EDT 2016,1464096696,490000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:37 EDT 2016,1464096697,490000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:38 EDT 2016,1464096698,492000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:39 EDT 2016,1464096699,491000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:40 EDT 2016,1464096700,491000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:41 EDT 2016,1464096701,502000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:42 EDT 2016,1464096702,511000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:43 EDT 2016,1464096703,512000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:44 EDT 2016,1464096704,511000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:45 EDT 2016,1464096705,512000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:46 EDT 2016,1464096706,512000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:47 EDT 2016,1464096707,512000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:48 EDT 2016,1464096708,512000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:49 EDT 2016,1464096709,513000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:50 EDT 2016,1464096710,462000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:51 EDT 2016,1464096711,461000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:52 EDT 2016,1464096712,462000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:53 EDT 2016,1464096713,462000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:54 EDT 2016,1464096714,472000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:55 EDT 2016,1464096715,473000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:56 EDT 2016,1464096716,473000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:57 EDT 2016,1464096717,473000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:58 EDT 2016,1464096718,474000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:31:59 EDT 2016,1464096719,473000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:32:00 EDT 2016,1464096720,473000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:32:01 EDT 2016,1464096721,473000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:32:02 EDT 2016,1464096722,475000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:32:03 EDT 2016,1464096723,474000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:32:04 EDT 2016,1464096724,492000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:32:05 EDT 2016,1464096725,492000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:32:06 EDT 2016,1464096726,492000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:32:07 EDT 2016,1464096727,493000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:32:08 EDT 2016,1464096728,494000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:32:09 EDT 2016,1464096729,494000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:32:10 EDT 2016,1464096730,494000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:32:11 EDT 2016,1464096731,494000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:32:12 EDT 2016,1464096732,494000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:32:13 EDT 2016,1464096733,495000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:32:14 EDT 2016,1464096734,496000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:32:15 EDT 2016,1464096735,496000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:32:16 EDT 2016,1464096736,496000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:32:17 EDT 2016,1464096737,497000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:32:18 EDT 2016,1464096738,496000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:32:19 EDT 2016,1464096739,497000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:32:20 EDT 2016,1464096740,498000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:32:21 EDT 2016,1464096741,507000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:32:22 EDT 2016,1464096742,508000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:32:23 EDT 2016,1464096743,507000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:32:24 EDT 2016,1464096744,517000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:32:25 EDT 2016,1464096745,517000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:32:26 EDT 2016,1464096746,518000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:32:27 EDT 2016,1464096747,518000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:32:28 EDT 2016,1464096748,519000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:32:29 EDT 2016,1464096749,519000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:32:30 EDT 2016,1464096750,518000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:32:31 EDT 2016,1464096751,529000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:32:32 EDT 2016,1464096752,529000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:32:33 EDT 2016,1464096753,529000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:32:34 EDT 2016,1464096754,529000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:32:35 EDT 2016,1464096755,530000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:32:36 EDT 2016,1464096756,530000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:32:37 EDT 2016,1464096757,531000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:32:38 EDT 2016,1464096758,530000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
Tue May 24 09:32:39 EDT 2016,1464096759,530000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0,0,
