Human Timestamp,Unix Time,Microseconds,System Failure,Accelerometer Failure,Gyroscope Failure,Magnetometer Failure,Pressure Failure,GNSS Failure,Accelerometer Overrange,Gyroscope Overrange,Magnetometer Overrange,Pressure Overrange,Minimum Temperature,Maximum Temperature,Low Voltage,High Voltage,GNSS Antenna Disconnected,Data Overflow,Orientation Ready,Navigation Ready,Heading Ready,Time Ready,GNSS Fix Type,Event 1 Flag,Event 2 Flag,Internal GNSS Enabled,Magnetic Heading Enabled,Velocity Heading Enabled,Atmospheric Altitude Enabled,External Position Active,External Velocity Active,External Heading Active
Tue May 24 09:16:22 EDT 2016,1464095782,360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:16:23 EDT 2016,1464095783,360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:16:24 EDT 2016,1464095784,359000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:16:25 EDT 2016,1464095785,360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:16:26 EDT 2016,1464095786,360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:16:27 EDT 2016,1464095787,361000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:16:28 EDT 2016,1464095788,361000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:16:29 EDT 2016,1464095789,381000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:16:30 EDT 2016,1464095790,381000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:16:31 EDT 2016,1464095791,382000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:16:32 EDT 2016,1464095792,382000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:16:33 EDT 2016,1464095793,382000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:16:34 EDT 2016,1464095794,384000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:16:35 EDT 2016,1464095795,383000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:16:36 EDT 2016,1464095796,383000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:16:37 EDT 2016,1464095797,383000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:16:38 EDT 2016,1464095798,383000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:16:39 EDT 2016,1464095799,384000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:16:40 EDT 2016,1464095800,383000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:16:41 EDT 2016,1464095801,384000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:16:42 EDT 2016,1464095802,383000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:16:43 EDT 2016,1464095803,384000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:16:44 EDT 2016,1464095804,385000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:16:45 EDT 2016,1464095805,385000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:16:46 EDT 2016,1464095806,384000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:16:47 EDT 2016,1464095807,385000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:16:48 EDT 2016,1464095808,384000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:16:49 EDT 2016,1464095809,385000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:16:50 EDT 2016,1464095810,385000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:16:51 EDT 2016,1464095811,385000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:16:52 EDT 2016,1464095812,394000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:16:53 EDT 2016,1464095813,396000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:16:54 EDT 2016,1464095814,395000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:16:55 EDT 2016,1464095815,395000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:16:56 EDT 2016,1464095816,395000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:16:57 EDT 2016,1464095817,396000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:16:58 EDT 2016,1464095818,406000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:16:59 EDT 2016,1464095819,407000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:00 EDT 2016,1464095820,407000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:01 EDT 2016,1464095821,407000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:02 EDT 2016,1464095822,406000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:03 EDT 2016,1464095823,407000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:04 EDT 2016,1464095824,407000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:05 EDT 2016,1464095825,408000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:06 EDT 2016,1464095826,408000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:07 EDT 2016,1464095827,407000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:08 EDT 2016,1464095828,407000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:09 EDT 2016,1464095829,418000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:10 EDT 2016,1464095830,418000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:11 EDT 2016,1464095831,418000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:12 EDT 2016,1464095832,439000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:13 EDT 2016,1464095833,440000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:14 EDT 2016,1464095834,440000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:15 EDT 2016,1464095835,440000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:16 EDT 2016,1464095836,439000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:17 EDT 2016,1464095837,440000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:18 EDT 2016,1464095838,443000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:19 EDT 2016,1464095839,440000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:20 EDT 2016,1464095840,441000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:21 EDT 2016,1464095841,441000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:22 EDT 2016,1464095842,441000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:23 EDT 2016,1464095843,441000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:24 EDT 2016,1464095844,441000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:25 EDT 2016,1464095845,390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:26 EDT 2016,1464095846,390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:27 EDT 2016,1464095847,390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:28 EDT 2016,1464095848,390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:29 EDT 2016,1464095849,392000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:30 EDT 2016,1464095850,392000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:31 EDT 2016,1464095851,392000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:32 EDT 2016,1464095852,392000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:33 EDT 2016,1464095853,391000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:34 EDT 2016,1464095854,392000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:35 EDT 2016,1464095855,391000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:36 EDT 2016,1464095856,392000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:37 EDT 2016,1464095857,393000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:38 EDT 2016,1464095858,393000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:39 EDT 2016,1464095859,393000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:40 EDT 2016,1464095860,393000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:41 EDT 2016,1464095861,393000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:42 EDT 2016,1464095862,394000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:43 EDT 2016,1464095863,393000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:44 EDT 2016,1464095864,393000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:45 EDT 2016,1464095865,394000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:46 EDT 2016,1464095866,395000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:47 EDT 2016,1464095867,395000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:48 EDT 2016,1464095868,397000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:49 EDT 2016,1464095869,395000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:50 EDT 2016,1464095870,405000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:51 EDT 2016,1464095871,405000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:52 EDT 2016,1464095872,415000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:53 EDT 2016,1464095873,415000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:54 EDT 2016,1464095874,415000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:55 EDT 2016,1464095875,415000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:56 EDT 2016,1464095876,425000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:57 EDT 2016,1464095877,426000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:58 EDT 2016,1464095878,425000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:17:59 EDT 2016,1464095879,426000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:00 EDT 2016,1464095880,446000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:01 EDT 2016,1464095881,447000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:02 EDT 2016,1464095882,447000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:03 EDT 2016,1464095883,447000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:04 EDT 2016,1464095884,447000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:05 EDT 2016,1464095885,448000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:06 EDT 2016,1464095886,448000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:07 EDT 2016,1464095887,447000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:08 EDT 2016,1464095888,447000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:09 EDT 2016,1464095889,448000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:10 EDT 2016,1464095890,449000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:11 EDT 2016,1464095891,448000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:12 EDT 2016,1464095892,449000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:13 EDT 2016,1464095893,449000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:14 EDT 2016,1464095894,449000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:15 EDT 2016,1464095895,449000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:16 EDT 2016,1464095896,448000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:17 EDT 2016,1464095897,449000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:18 EDT 2016,1464095898,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:19 EDT 2016,1464095899,451000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:20 EDT 2016,1464095900,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:21 EDT 2016,1464095901,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:22 EDT 2016,1464095902,460000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:23 EDT 2016,1464095903,460000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:24 EDT 2016,1464095904,460000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:25 EDT 2016,1464095905,461000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:26 EDT 2016,1464095906,470000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:27 EDT 2016,1464095907,470000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:28 EDT 2016,1464095908,471000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:29 EDT 2016,1464095909,471000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:30 EDT 2016,1464095910,481000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:31 EDT 2016,1464095911,481000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:32 EDT 2016,1464095912,482000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:33 EDT 2016,1464095913,482000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:34 EDT 2016,1464095914,482000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:35 EDT 2016,1464095915,482000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:36 EDT 2016,1464095916,483000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:37 EDT 2016,1464095917,483000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:38 EDT 2016,1464095918,483000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:39 EDT 2016,1464095919,484000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:40 EDT 2016,1464095920,483000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:41 EDT 2016,1464095921,483000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:42 EDT 2016,1464095922,483000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:43 EDT 2016,1464095923,484000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:44 EDT 2016,1464095924,504000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:45 EDT 2016,1464095925,505000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:46 EDT 2016,1464095926,504000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:47 EDT 2016,1464095927,505000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:48 EDT 2016,1464095928,504000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:49 EDT 2016,1464095929,505000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:50 EDT 2016,1464095930,506000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:51 EDT 2016,1464095931,506000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:52 EDT 2016,1464095932,506000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:53 EDT 2016,1464095933,506000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:54 EDT 2016,1464095934,506000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
